kontrakty godzinowe RDN dla okresu od;2016-12-31;do;2020-06-30;

data obrotu;data dostawy;godzina dostawy;kurs fixingu I (PLN/MWh);wolumen fixingu I (MWh);kurs fixingu II (PLN/MWh);wolumen fixingu II (MWh);kurs notowan ciaglych (PLN/MWh);wolumen notowan ciaglych (MWh)
2018-05-10;2018-05-11;15;275.00;1649.60;255.34;825.80;263.75;40.00
2018-05-10;2018-05-11;16;260.50;1381.60;255.20;781.60;258.67;45.00
2018-05-10;2018-05-11;17;240.00;1340.90;232.18;648.10;253.98;32.20
2018-05-10;2018-05-11;18;220.00;1267.00;204.25;621.00;220.00;35.00
2018-05-10;2018-05-11;19;220.00;1220.20;204.40;621.00;220.00;47.00
2018-05-10;2018-05-11;20;225.00;1326.70;217.69;620.00;236.84;110.70
2018-05-10;2018-05-11;21;236.00;1731.20;238.83;703.30;255.00;40.00
2018-05-10;2018-05-11;22;205.01;1253.30;219.56;759.60;224.56;77.40
2018-05-10;2018-05-11;23;183.00;1956.10;176.56;637.20;184.47;73.00
2018-05-10;2018-05-11;24;165.98;1367.50;159.83;626.80;180.78;232.00
2018-05-11;2018-05-12;01;166.00;1634.60;166.58;646.00;-;-
2018-05-11;2018-05-12;02;160.00;1796.60;160.38;646.00;-;-
2018-05-11;2018-05-12;03;161.58;1725.60;161.91;476.90;161.91;12.00
2018-05-11;2018-05-12;04;161.40;1720.60;160.86;495.90;161.40;4.00
2018-05-11;2018-05-12;05;161.00;1710.60;161.78;472.00;-;-
2018-05-11;2018-05-12;06;159.48;1574.00;162.06;265.90;-;-
2018-05-11;2018-05-12;07;165.00;1446.10;168.66;560.40;168.66;3.00
2018-05-11;2018-05-12;08;180.00;1672.20;170.58;670.00;-;-
2018-05-11;2018-05-12;09;227.30;1944.10;222.78;825.90;-;-
2018-05-11;2018-05-12;10;280.01;2010.50;306.39;874.60;304.20;41.40
2018-05-11;2018-05-12;11;281.10;2205.80;319.88;796.70;302.67;35.00
2018-05-11;2018-05-12;12;290.00;2179.90;322.16;798.40;320.42;30.60
2018-05-11;2018-05-12;13;280.01;2033.40;301.43;857.60;319.30;14.30
2018-05-11;2018-05-12;14;250.00;1921.00;251.48;890.90;-;-
2018-05-11;2018-05-12;15;220.00;1959.60;215.53;696.20;-;-
2018-05-11;2018-05-12;16;210.68;1935.30;212.12;721.20;-;-
2018-05-11;2018-05-12;17;196.10;1819.10;197.40;727.00;-;-
2018-05-11;2018-05-12;18;178.88;1690.80;177.06;718.50;-;-
2018-05-11;2018-05-12;19;175.51;1582.20;176.74;687.20;-;-
2018-05-11;2018-05-12;20;175.51;1582.80;176.02;660.40;-;-
2018-05-11;2018-05-12;21;200.00;2013.50;200.16;683.60;-;-
2018-05-11;2018-05-12;22;185.52;1976.00;179.79;691.00;-;-
2018-05-11;2018-05-12;23;167.98;1698.60;191.40;410.60;195.79;5.50
2018-05-11;2018-05-12;24;162.69;1777.00;176.85;316.40;-;-
2018-05-12;2018-05-13;01;161.69;2013.10;158.25;679.60;-;-
2018-05-12;2018-05-13;02;157.09;2176.60;152.01;693.60;-;-
2018-05-12;2018-05-13;03;153.59;2107.50;152.21;561.90;-;-
2018-05-12;2018-05-13;04;154.99;2042.90;152.36;457.20;-;-
2018-05-12;2018-05-13;05;153.59;1966.30;152.47;322.90;-;-
2018-05-12;2018-05-13;06;152.11;2106.00;152.40;220.20;33.60;170.00
2018-05-12;2018-05-13;07;155.00;2039.30;152.46;457.90;-;-
2018-05-12;2018-05-13;08;169.98;1039.50;165.33;703.20;-;-
2018-05-12;2018-05-13;09;173.00;958.60;171.61;661.10;-;-
2018-05-12;2018-05-13;10;195.60;1137.80;194.45;661.00;-;-
2018-05-12;2018-05-13;11;196.99;1165.90;192.00;661.00;-;-
2018-05-12;2018-05-13;12;195.60;1266.30;194.45;661.00;-;-
2018-05-12;2018-05-13;13;180.60;1439.40;179.07;681.10;-;-
2018-05-12;2018-05-13;14;179.61;1364.50;176.31;631.00;-;-
2018-05-12;2018-05-13;15;170.71;1098.70;168.47;651.00;-;-
2018-05-12;2018-05-13;16;168.99;1573.20;166.47;661.00;-;-
2018-05-12;2018-05-13;17;165.00;1654.90;164.18;631.60;-;-
2018-05-12;2018-05-13;18;165.00;1731.60;163.31;638.60;-;-
2018-05-12;2018-05-13;19;165.59;1685.40;164.26;631.00;-;-
2018-05-12;2018-05-13;20;169.98;1634.10;165.63;621.00;-;-
2018-05-12;2018-05-13;21;169.98;1671.90;166.47;631.00;162.00;12.00
2018-05-12;2018-05-13;22;169.98;1770.90;165.75;631.00;-;-
2018-05-12;2018-05-13;23;165.69;2104.60;163.70;679.40;-;-
2018-05-12;2018-05-13;24;153.59;2072.10;152.12;784.90;-;-
2018-05-13;2018-05-14;01;152.72;1960.20;154.04;338.20;-;-
2018-05-13;2018-05-14;02;150.01;1918.10;153.58;392.30;151.21;49.40
2018-05-13;2018-05-14;03;150.00;1847.50;153.44;662.70;151.68;68.00
2018-05-13;2018-05-14;04;150.03;1844.10;153.60;620.50;151.48;58.90
2018-05-13;2018-05-14;05;151.78;1789.10;153.91;523.50;-;-
2018-05-13;2018-05-14;06;152.17;1726.70;153.22;616.40;155.00;10.00
2018-05-13;2018-05-14;07;175.96;1332.30;181.44;992.00;183.30;150.00
2018-05-13;2018-05-14;08;215.66;1490.50;242.18;1327.90;237.50;20.00
2018-05-13;2018-05-14;09;260.00;1323.90;301.15;1167.50;370.00;20.00
2018-05-13;2018-05-14;10;266.36;1568.60;321.27;1085.50;370.00;20.00
2018-05-13;2018-05-14;11;242.98;1511.00;291.48;996.00;285.09;78.00
2018-05-13;2018-05-14;12;240.00;1448.10;286.28;986.30;281.01;78.00
2018-05-13;2018-05-14;13;238.50;1465.60;301.14;1324.20;285.40;12.60
2018-05-13;2018-05-14;14;236.00;1413.10;318.39;1244.30;320.00;10.00
2018-05-13;2018-05-14;15;230.00;1576.60;276.76;1183.30;263.49;58.70
2018-05-13;2018-05-14;16;227.61;1542.50;264.60;1143.60;243.55;31.00
2018-05-13;2018-05-14;17;220.33;1698.60;247.21;1130.40;230.50;20.00
2018-05-13;2018-05-14;18;208.00;1777.60;240.16;1003.20;217.00;15.00
2018-05-13;2018-05-14;19;208.00;1779.90;234.90;990.00;208.00;10.00
2018-05-13;2018-05-14;20;226.66;1691.00;247.81;1129.10;229.47;38.00
2018-05-13;2018-05-14;21;232.92;1551.30;265.52;1074.90;-;-
2018-05-13;2018-05-14;22;225.12;1732.70;246.99;1239.10;230.03;52.90
2018-05-13;2018-05-14;23;179.31;1896.40;181.76;1219.10;-;-
2018-05-13;2018-05-14;24;169.98;1620.40;174.05;1215.30;-;-
2018-05-14;2018-05-15;01;168.98;1183.80;164.79;1141.00;-;-
2018-05-14;2018-05-15;02;165.70;1095.30;164.75;958.00;-;-
2018-05-14;2018-05-15;03;165.60;1106.40;164.79;778.00;-;-
2018-05-14;2018-05-15;04;165.60;1074.00;164.78;800.00;-;-
2018-05-14;2018-05-15;05;165.91;1072.10;164.81;858.00;165.91;5.90
2018-05-14;2018-05-15;06;168.98;1251.60;164.76;1042.60;-;-
2018-05-14;2018-05-15;07;186.37;1826.50;199.25;554.50;197.97;152.00
2018-05-14;2018-05-15;08;284.68;1102.10;324.86;663.60;302.63;38.00
2018-05-14;2018-05-15;09;400.00;1418.20;405.04;932.20;418.89;22.50
2018-05-14;2018-05-15;10;403.16;1565.30;399.46;955.60;399.54;23.50
2018-05-14;2018-05-15;11;371.48;1473.10;369.35;956.20;400.00;45.00
2018-05-14;2018-05-15;12;400.00;1665.30;365.95;1070.40;371.63;64.70
2018-05-14;2018-05-15;13;400.00;1698.60;401.28;1060.80;410.24;25.40
2018-05-14;2018-05-15;14;400.00;1610.60;401.92;1102.40;389.20;57.40
2018-05-14;2018-05-15;15;302.00;1452.30;295.87;1098.60;-;-
2018-05-14;2018-05-15;16;287.00;1319.80;251.34;1089.10;302.63;38.00
2018-05-14;2018-05-15;17;261.00;1266.40;250.29;1014.60;300.00;18.00
2018-05-14;2018-05-15;18;240.16;972.00;254.43;908.80;242.40;25.00
2018-05-14;2018-05-15;19;230.00;1057.30;252.91;755.50;233.20;25.00
2018-05-14;2018-05-15;20;252.50;1190.10;247.25;1065.80;-;-
2018-05-14;2018-05-15;21;280.00;1692.00;251.50;831.80;300.00;18.00
2018-05-14;2018-05-15;22;250.30;1291.30;258.27;1151.80;251.20;15.00
2018-05-14;2018-05-15;23;199.49;2016.10;196.83;793.10;199.49;85.00
2018-05-14;2018-05-15;24;176.00;1411.20;179.56;896.20;176.00;2.00
2018-05-15;2018-05-16;01;169.98;838.50;166.04;587.00;185.00;10.00
2018-05-15;2018-05-16;02;169.98;789.50;167.16;416.00;-;-
2018-05-15;2018-05-16;03;169.98;758.00;172.05;545.60;-;-
2018-05-15;2018-05-16;04;169.98;693.80;171.36;438.90;-;-
2018-05-15;2018-05-16;05;169.98;791.20;165.99;541.00;185.00;10.00
2018-05-15;2018-05-16;06;169.99;665.60;166.04;451.10;185.00;10.00
2018-05-15;2018-05-16;07;198.61;1822.20;209.11;481.50;220.00;7.30
2018-05-15;2018-05-16;08;252.70;1247.40;301.37;543.40;260.00;20.00
2018-05-15;2018-05-16;09;402.32;1550.40;502.15;602.40;499.00;10.00
2018-05-15;2018-05-16;10;450.00;1499.20;602.33;582.10;561.50;28.00
2018-05-15;2018-05-16;11;416.07;1555.00;591.25;631.70;446.58;62.90
2018-05-15;2018-05-16;12;450.00;1687.10;651.28;606.10;566.00;30.00
2018-05-15;2018-05-16;13;450.00;1662.20;591.32;716.30;499.00;10.00
2018-05-15;2018-05-16;14;420.00;1603.90;589.79;765.30;451.00;50.00
2018-05-15;2018-05-16;15;355.00;1498.30;476.01;1032.40;499.00;10.00
2018-05-15;2018-05-16;16;293.00;1397.90;390.88;748.90;-;-
2018-05-15;2018-05-16;17;270.06;1186.40;300.81;709.20;300.00;5.00
2018-05-15;2018-05-16;18;240.21;1067.30;254.75;680.20;-;-
2018-05-15;2018-05-16;19;229.00;1094.70;250.92;530.60;229.00;66.00
2018-05-15;2018-05-16;20;240.00;1196.40;251.94;536.70;-;-
2018-05-15;2018-05-16;21;251.50;1382.20;263.88;824.40;-;-
2018-05-15;2018-05-16;22;230.00;1274.70;251.15;712.80;-;-
2018-05-15;2018-05-16;23;198.88;1864.60;171.40;860.70;-;-
2018-05-15;2018-05-16;24;170.24;1259.00;165.41;945.10;-;-
2018-05-16;2018-05-17;01;169.98;1127.00;166.43;384.60;-;-
2018-05-16;2018-05-17;02;169.98;1073.40;172.49;366.10;-;-
2018-05-16;2018-05-17;03;169.98;1037.70;172.50;440.90;-;-
2018-05-16;2018-05-17;04;169.99;1017.20;172.50;441.80;-;-
2018-05-16;2018-05-17;05;169.99;1027.50;175.04;440.20;-;-
2018-05-16;2018-05-17;06;169.98;1152.80;175.42;471.70;-;-
2018-05-16;2018-05-17;07;193.00;1977.10;212.32;642.20;214.97;152.00
2018-05-16;2018-05-17;08;231.00;1383.60;287.45;1046.00;250.38;106.70
2018-05-16;2018-05-17;09;289.99;1415.70;296.17;845.20;-;-
2018-05-16;2018-05-17;10;300.00;1498.70;338.59;823.50;-;-
2018-05-16;2018-05-17;11;290.00;1486.40;313.77;826.30;360.00;4.00
2018-05-16;2018-05-17;12;300.00;1552.30;366.55;828.30;377.65;17.00
2018-05-16;2018-05-17;13;305.09;1652.90;368.54;799.40;380.00;14.00
2018-05-16;2018-05-17;14;289.99;1646.70;363.08;871.70;380.00;10.00
2018-05-16;2018-05-17;15;285.00;1588.50;291.07;959.00;285.00;10.00
2018-05-16;2018-05-17;16;255.00;1626.60;356.22;752.50;359.19;105.00
2018-05-16;2018-05-17;17;243.00;1607.70;313.77;1131.40;276.59;128.70
2018-05-16;2018-05-17;18;221.02;1524.00;261.16;1113.20;243.64;101.00
2018-05-16;2018-05-17;19;218.46;1496.50;261.26;1038.00;243.52;111.00
2018-05-16;2018-05-17;20;224.02;1657.80;265.42;981.40;250.37;76.00
2018-05-16;2018-05-17;21;230.00;1695.70;280.64;1222.30;-;-
2018-05-16;2018-05-17;22;223.30;1647.80;252.63;1100.10;-;-
2018-05-16;2018-05-17;23;191.00;2319.70;197.90;897.80;-;-
2018-05-16;2018-05-17;24;170.71;1577.70;166.20;1120.00;-;-
2018-05-17;2018-05-18;01;171.06;1177.30;166.80;557.50;-;-
2018-05-17;2018-05-18;02;170.00;1269.00;171.52;654.50;-;-
2018-05-17;2018-05-18;03;169.73;1215.20;164.99;615.50;-;-
2018-05-17;2018-05-18;04;169.73;1218.00;164.96;619.30;-;-
2018-05-17;2018-05-18;05;169.73;1225.20;165.01;610.00;-;-
2018-05-17;2018-05-18;06;169.73;946.00;164.02;709.70;-;-
2018-05-17;2018-05-18;07;193.59;2010.40;183.74;683.00;191.49;28.50
2018-05-17;2018-05-18;08;260.00;1112.10;251.01;1187.40;-;-
2018-05-17;2018-05-18;09;320.04;1377.20;262.66;1133.10;267.16;32.50
2018-05-17;2018-05-18;10;338.59;1405.50;262.56;1093.30;283.97;45.00
2018-05-17;2018-05-18;11;330.00;1369.00;259.42;1073.50;266.22;34.40
2018-05-17;2018-05-18;12;340.00;1379.60;261.10;1100.00;264.32;44.40
2018-05-17;2018-05-18;13;335.40;1453.40;260.23;1110.70;265.08;51.00
2018-05-17;2018-05-18;14;320.00;1528.60;262.65;1124.10;263.56;42.90
2018-05-17;2018-05-18;15;265.00;1540.10;254.74;874.80;257.27;63.40
2018-05-17;2018-05-18;16;254.47;1553.00;244.65;864.80;252.87;59.00
2018-05-17;2018-05-18;17;237.64;1423.50;224.50;968.80;216.14;36.00
2018-05-17;2018-05-18;18;220.84;1208.50;203.14;983.30;211.05;54.00
2018-05-17;2018-05-18;19;213.78;1172.10;204.75;856.20;209.57;56.00
2018-05-17;2018-05-18;20;231.59;1215.00;224.71;753.50;214.89;36.00
2018-05-17;2018-05-18;21;254.00;1472.50;231.07;921.90;216.14;26.00
2018-05-17;2018-05-18;22;243.02;1347.60;211.45;1135.00;220.48;51.00
2018-05-17;2018-05-18;23;200.00;2009.20;185.01;1041.90;179.06;26.00
2018-05-17;2018-05-18;24;178.10;1456.70;164.38;1141.10;167.39;31.00
2018-05-18;2018-05-19;01;176.17;1290.50;162.91;1118.00;176.06;2.00
2018-05-18;2018-05-19;02;176.17;1285.40;164.74;787.00;-;-
2018-05-18;2018-05-19;03;176.17;1298.00;167.78;557.50;-;-
2018-05-18;2018-05-19;04;176.17;1179.70;169.34;413.10;-;-
2018-05-18;2018-05-19;05;176.17;1183.70;171.97;261.20;-;-
2018-05-18;2018-05-19;06;176.17;1229.40;171.73;266.90;-;-
2018-05-18;2018-05-19;07;185.00;908.00;170.76;541.00;-;-
2018-05-18;2018-05-19;08;211.78;1409.50;185.18;1118.80;215.00;20.00
2018-05-18;2018-05-19;09;232.88;1238.10;220.63;1201.90;237.80;26.00
2018-05-18;2018-05-19;10;290.00;1411.60;286.60;1222.00;270.00;1.00
2018-05-18;2018-05-19;11;290.00;1578.50;286.60;1263.00;270.00;1.00
2018-05-18;2018-05-19;12;290.00;1664.40;286.60;1241.20;285.00;1.00
2018-05-18;2018-05-19;13;301.00;1514.00;296.30;1336.30;290.00;11.00
2018-05-18;2018-05-19;14;259.98;1412.20;253.51;1202.80;255.00;1.00
2018-05-18;2018-05-19;15;225.00;1398.30;216.29;1442.10;-;-
2018-05-18;2018-05-19;16;220.00;1485.00;204.52;1388.20;215.15;16.00
2018-05-18;2018-05-19;17;215.00;1601.00;206.39;1207.10;200.00;20.00
2018-05-18;2018-05-19;18;210.00;1556.80;191.15;1182.00;185.00;20.00
2018-05-18;2018-05-19;19;208.49;1639.50;185.06;1071.00;185.00;20.00
2018-05-18;2018-05-19;20;210.00;1582.60;181.79;1103.40;181.48;23.00
2018-05-18;2018-05-19;21;216.19;1544.60;209.63;1161.10;205.00;10.00
2018-05-18;2018-05-19;22;220.00;1652.60;213.45;1305.50;210.00;10.00
2018-05-18;2018-05-19;23;186.95;1553.20;172.56;1104.00;-;-
2018-05-18;2018-05-19;24;176.17;1543.90;173.07;879.00;-;-
2018-05-19;2018-05-20;01;168.84;1767.60;166.92;1118.00;-;-
2018-05-19;2018-05-20;02;166.00;1804.00;158.10;829.00;-;-
2018-05-19;2018-05-20;03;162.00;1838.80;160.72;685.00;-;-
2018-05-19;2018-05-20;04;160.01;1813.40;157.63;685.00;-;-
2018-05-19;2018-05-20;05;157.60;1913.80;158.04;651.40;-;-
2018-05-19;2018-05-20;06;157.59;2058.40;158.16;623.10;-;-
2018-05-19;2018-05-20;07;166.24;1655.20;168.91;684.00;-;-
2018-05-19;2018-05-20;08;169.25;1263.70;169.22;916.00;-;-
2018-05-19;2018-05-20;09;176.63;1020.00;182.46;715.40;184.00;10.00
2018-05-19;2018-05-20;10;188.00;1384.70;174.14;753.10;-;-
2018-05-19;2018-05-20;11;198.72;1358.10;186.20;845.40;-;-
2018-05-19;2018-05-20;12;198.72;1347.30;186.19;878.80;-;-
2018-05-19;2018-05-20;13;198.72;1346.80;186.22;894.20;-;-
2018-05-19;2018-05-20;14;184.58;1331.50;183.61;861.90;-;-
2018-05-19;2018-05-20;15;182.31;1310.60;175.74;786.00;-;-
2018-05-19;2018-05-20;16;176.63;1147.80;169.61;785.80;-;-
2018-05-19;2018-05-20;17;176.63;1132.50;170.51;776.00;-;-
2018-05-19;2018-05-20;18;176.63;1186.30;172.62;686.80;-;-
2018-05-19;2018-05-20;19;176.63;1253.90;172.62;685.80;-;-
2018-05-19;2018-05-20;20;176.63;1248.70;172.35;699.50;-;-
2018-05-19;2018-05-20;21;182.30;1401.40;183.15;686.50;184.00;11.60
2018-05-19;2018-05-20;22;182.56;1725.70;183.62;684.80;-;-
2018-05-19;2018-05-20;23;176.63;1531.00;169.67;830.80;-;-
2018-05-19;2018-05-20;24;168.95;1870.20;160.71;1119.00;-;-
2018-05-20;2018-05-21;01;169.10;1391.30;174.70;231.80;-;-
2018-05-20;2018-05-21;02;166.00;1582.90;169.40;536.60;-;-
2018-05-20;2018-05-21;03;160.00;1654.20;169.36;545.50;161.00;5.00
2018-05-20;2018-05-21;04;160.09;1595.10;169.74;489.60;161.00;5.00
2018-05-20;2018-05-21;05;160.00;1583.60;171.37;498.70;161.00;5.00
2018-05-20;2018-05-21;06;169.29;1262.50;168.90;547.80;-;-
2018-05-20;2018-05-21;07;189.31;1583.20;183.66;664.70;190.00;10.00
2018-05-20;2018-05-21;08;233.89;1102.00;242.56;778.10;235.69;23.20
2018-05-20;2018-05-21;09;307.76;1127.00;301.81;918.50;-;-
2018-05-20;2018-05-21;10;351.00;1217.90;361.51;856.00;-;-
2018-05-20;2018-05-21;11;300.01;1260.30;272.10;865.30;-;-
2018-05-20;2018-05-21;12;299.99;1341.50;259.34;1008.60;-;-
2018-05-20;2018-05-21;13;300.00;1361.90;281.92;902.70;-;-
2018-05-20;2018-05-21;14;299.99;1405.00;271.68;906.80;-;-
2018-05-20;2018-05-21;15;264.00;1371.40;259.22;1114.00;-;-
2018-05-20;2018-05-21;16;252.53;1411.90;254.06;980.40;-;-
2018-05-20;2018-05-21;17;230.00;1356.20;227.50;918.30;-;-
2018-05-20;2018-05-21;18;224.47;1444.70;230.95;951.20;-;-
2018-05-20;2018-05-21;19;222.91;1564.90;230.96;933.00;-;-
2018-05-20;2018-05-21;20;225.60;1469.40;245.42;885.20;226.00;1.00
2018-05-20;2018-05-21;21;242.00;1487.10;249.63;934.80;-;-
2018-05-20;2018-05-21;22;230.00;1393.20;249.96;786.90;-;-
2018-05-20;2018-05-21;23;201.32;2030.90;192.19;750.90;202.00;10.00
2018-05-20;2018-05-21;24;173.61;1336.30;168.84;1166.00;-;-
2018-05-21;2018-05-22;01;172.98;1011.40;165.36;744.60;-;-
2018-05-21;2018-05-22;02;172.98;1040.30;167.10;682.00;-;-
2018-05-21;2018-05-22;03;172.98;991.10;166.82;687.00;-;-
2018-05-21;2018-05-22;04;172.98;928.50;166.68;692.00;-;-
2018-05-21;2018-05-22;05;172.98;870.20;166.81;698.00;-;-
2018-05-21;2018-05-22;06;172.98;812.00;169.26;719.00;-;-
2018-05-21;2018-05-22;07;202.48;1848.50;196.41;632.00;-;-
2018-05-21;2018-05-22;08;246.00;925.50;301.10;821.00;247.47;76.40
2018-05-21;2018-05-22;09;352.09;1271.10;393.53;937.30;-;-
2018-05-21;2018-05-22;10;400.00;1521.00;397.21;669.40;-;-
2018-05-21;2018-05-22;11;398.46;1576.70;379.49;745.70;-;-
2018-05-21;2018-05-22;12;430.86;1574.50;398.83;614.90;430.00;10.00
2018-05-21;2018-05-22;13;450.00;1641.70;398.83;653.70;450.00;2.00
2018-05-21;2018-05-22;14;450.00;1612.90;421.98;713.20;450.00;20.00
2018-05-21;2018-05-22;15;355.00;1612.70;355.36;981.50;-;-
2018-05-21;2018-05-22;16;330.40;1525.90;301.02;1057.60;-;-
2018-05-21;2018-05-22;17;329.07;1369.30;289.77;1099.20;330.00;20.00
2018-05-21;2018-05-22;18;285.00;1207.00;283.79;831.40;270.00;10.00
2018-05-21;2018-05-22;19;250.00;1134.80;236.00;982.80;-;-
2018-05-21;2018-05-22;20;270.00;1255.20;257.06;1065.20;269.00;15.00
2018-05-21;2018-05-22;21;290.24;1342.10;275.58;1146.10;286.00;15.00
2018-05-21;2018-05-22;22;255.00;1139.30;220.46;1181.90;-;-
2018-05-21;2018-05-22;23;206.10;1833.30;200.42;1110.00;-;-
2018-05-21;2018-05-22;24;184.10;1676.80;171.31;1115.00;-;-
2018-05-22;2018-05-23;01;173.59;1300.20;165.59;1086.50;-;-
2018-05-22;2018-05-23;02;172.99;1045.20;163.85;1017.60;-;-
2018-05-22;2018-05-23;03;172.98;1135.70;165.86;968.00;-;-
2018-05-22;2018-05-23;04;172.98;1115.10;162.41;1118.40;-;-
2018-05-22;2018-05-23;05;172.98;1142.40;165.07;1048.00;-;-
2018-05-22;2018-05-23;06;172.98;1079.00;164.45;1083.30;-;-
2018-05-22;2018-05-23;07;203.63;1899.50;195.42;713.20;-;-
2018-05-22;2018-05-23;08;265.18;1267.00;335.20;660.20;310.00;11.00
2018-05-22;2018-05-23;09;328.41;1677.60;364.66;592.50;-;-
2018-05-22;2018-05-23;10;350.00;1780.40;370.05;647.30;-;-
2018-05-22;2018-05-23;11;340.53;1694.50;351.28;664.60;-;-
2018-05-22;2018-05-23;12;369.82;1766.40;363.81;802.50;-;-
2018-05-22;2018-05-23;13;359.83;1834.30;364.55;790.90;-;-
2018-05-22;2018-05-23;14;351.16;1816.70;364.10;745.70;-;-
2018-05-22;2018-05-23;15;290.00;1617.20;280.06;748.30;-;-
2018-05-22;2018-05-23;16;284.00;1363.40;292.44;713.40;-;-
2018-05-22;2018-05-23;17;250.00;1255.30;275.65;753.80;275.00;20.00
2018-05-22;2018-05-23;18;230.00;1176.50;236.24;753.30;-;-
2018-05-22;2018-05-23;19;216.80;1079.20;219.29;810.10;-;-
2018-05-22;2018-05-23;20;224.87;1284.20;220.49;774.50;-;-
2018-05-22;2018-05-23;21;228.80;1251.90;215.09;1165.40;-;-
2018-05-22;2018-05-23;22;210.99;1257.90;208.92;1285.80;-;-
2018-05-22;2018-05-23;23;189.00;2009.40;173.34;1206.00;-;-
2018-05-22;2018-05-23;24;173.58;1412.20;165.41;1120.00;-;-
2018-05-23;2018-05-24;01;174.48;1492.70;168.43;817.10;-;-
2018-05-23;2018-05-24;02;174.48;1220.20;170.17;521.80;-;-
2018-05-23;2018-05-24;03;172.14;1117.70;170.81;427.00;-;-
2018-05-23;2018-05-24;04;172.02;1138.30;170.93;405.60;-;-
2018-05-23;2018-05-24;05;172.02;1092.30;171.19;429.60;-;-
2018-05-23;2018-05-24;06;173.00;1178.20;167.83;755.20;-;-
2018-05-23;2018-05-24;07;196.00;2287.90;186.62;788.20;196.00;10.00
2018-05-23;2018-05-24;08;260.00;1522.80;264.04;849.90;268.32;6.20
2018-05-23;2018-05-24;09;328.41;1639.50;319.00;828.30;321.20;35.00
2018-05-23;2018-05-24;10;345.00;1714.90;295.62;663.10;-;-
2018-05-23;2018-05-24;11;333.45;1660.70;300.24;656.90;-;-
2018-05-23;2018-05-24;12;350.92;1651.40;300.22;682.60;280.00;10.00
2018-05-23;2018-05-24;13;349.94;1668.20;280.83;918.60;-;-
2018-05-23;2018-05-24;14;350.10;1734.70;277.96;1022.70;-;-
2018-05-23;2018-05-24;15;283.57;1745.30;251.95;1252.50;-;-
2018-05-23;2018-05-24;16;266.84;1694.60;224.79;939.80;-;-
2018-05-23;2018-05-24;17;238.00;1646.70;228.42;835.60;-;-
2018-05-23;2018-05-24;18;212.19;1448.30;212.02;832.20;-;-
2018-05-23;2018-05-24;19;210.39;1562.60;221.26;1089.40;-;-
2018-05-23;2018-05-24;20;219.01;1483.70;221.43;1040.10;-;-
2018-05-23;2018-05-24;21;225.71;1519.70;221.18;809.20;-;-
2018-05-23;2018-05-24;22;217.59;1598.60;215.69;1110.90;-;-
2018-05-23;2018-05-24;23;198.00;2410.30;181.24;945.50;-;-
2018-05-23;2018-05-24;24;174.87;1701.50;167.91;1135.00;-;-
2018-05-24;2018-05-25;01;175.00;1914.40;170.19;971.00;-;-
2018-05-24;2018-05-25;02;174.63;1557.40;169.97;670.00;-;-
2018-05-24;2018-05-25;03;174.63;1413.80;171.18;632.40;-;-
2018-05-24;2018-05-25;04;174.63;1445.20;170.44;583.00;-;-
2018-05-24;2018-05-25;05;174.63;1397.10;167.92;623.90;-;-
2018-05-24;2018-05-25;06;174.63;1609.00;161.30;892.70;-;-
2018-05-24;2018-05-25;07;200.00;2472.80;201.18;722.00;-;-
2018-05-24;2018-05-25;08;263.00;1464.70;281.72;879.20;-;-
2018-05-24;2018-05-25;09;317.00;1806.80;306.28;800.00;317.00;10.00
2018-05-24;2018-05-25;10;310.16;1841.70;302.59;760.10;-;-
2018-05-24;2018-05-25;11;302.38;1760.50;285.60;791.30;-;-
2018-05-24;2018-05-25;12;307.47;1807.60;299.22;782.80;-;-
2018-05-24;2018-05-25;13;313.09;1811.80;300.50;871.60;-;-
2018-05-24;2018-05-25;14;303.15;1768.70;282.48;890.40;-;-
2018-05-24;2018-05-25;15;274.69;1626.80;281.76;1347.50;-;-
2018-05-24;2018-05-25;16;275.00;1538.10;281.69;1216.20;-;-
2018-05-24;2018-05-25;17;238.00;1287.00;228.34;1107.30;-;-
2018-05-24;2018-05-25;18;229.84;1429.10;230.48;1072.30;-;-
2018-05-24;2018-05-25;19;227.14;1554.50;230.75;1039.80;-;-
2018-05-24;2018-05-25;20;229.88;1580.90;231.01;1065.90;-;-
2018-05-24;2018-05-25;21;229.94;1366.80;230.79;993.30;-;-
2018-05-24;2018-05-25;22;229.20;1500.90;228.30;1118.00;-;-
2018-05-24;2018-05-25;23;205.43;2414.70;200.42;1110.00;205.00;11.00
2018-05-24;2018-05-25;24;175.98;2285.40;172.93;1110.00;-;-
2018-05-25;2018-05-26;01;176.98;1999.30;173.15;700.40;180.00;15.00
2018-05-25;2018-05-26;02;174.76;1545.90;168.93;1064.00;-;-
2018-05-25;2018-05-26;03;174.76;1371.00;170.04;869.20;-;-
2018-05-25;2018-05-26;04;174.76;1355.40;171.35;792.80;-;-
2018-05-25;2018-05-26;05;174.73;1292.30;172.61;653.80;-;-
2018-05-25;2018-05-26;06;174.50;1380.00;172.52;607.80;-;-
2018-05-25;2018-05-26;07;176.98;1450.60;168.70;1112.00;176.98;15.00
2018-05-25;2018-05-26;08;210.00;1696.20;185.82;1064.90;205.00;10.00
2018-05-25;2018-05-26;09;321.00;1708.80;302.93;1453.10;-;-
2018-05-25;2018-05-26;10;421.98;1969.20;417.29;1453.00;412.54;63.70
